plot_name	sample_name	colony_points	mean_colony	low_colony	high_colony	mean_env	low_env	high_env	outcrop_prop
cur_kal_10m_20200214	KP0851_AC_WP10	2640	-2.9290625469392975	-2.966316574328019	-2.868422306893644	-2.9774049587926994	-3.283213132705847	-2.5851730467664025	0.507349925742334
cur_kal_10m_20200214	KP0853_AC_WP10	689	-2.821930066751008	-2.8549605708157286	-2.8012434055844366	-2.9201039157148925	-3.2283075043590745	-2.4442272848730675	0.5182855370008719
cur_kal_10m_20200214	KP0855_AC_WP10	2826	-2.566156004891979	-2.633887349130193	-2.522431143537305	-2.6247016638199203	-3.073433687915036	-2.226786484126095	0.5991606430079407
cur_kal_10m_20200214	KP0857_AC_WP10	35164	-2.4777537858392233	-2.6185484868309845	-2.3957115068071158	-2.5385024066233064	-2.999253484684741	-1.978383716419073	0.5108386153225808
cur_kal_10m_20200214	KP0859_HU_WP10	348	-2.139107867113656	-2.1589049651031793	-2.1235349942003205	-2.2964871782936367	-2.559376513623231	-1.9539796413781214	0.6942035312323499
cur_kal_10m_20200214	KP0861_AC_WP10	1602	-2.31187884143928	-2.3575911129021176	-2.270926275264345	-2.387760449537276	-2.745517155551931	-1.9539796413781214	0.5478430350395628
cur_kal_10m_20200214	KP0863_AC_WP10	1856	-2.4301674757754	-2.47991522562133	-2.3912461803820593	-2.566095647974939	-2.8783188328255904	-2.269981433569283	0.7366822385045794
cur_kal_10m_20200214	KP0879_AC_WP10	2752	-3.739424518999293	-3.8233345122632088	-3.6852284505212634	-3.8247028737706557	-4.228915147228794	-3.5339999349904145	0.70438899538954
cur_kal_10m_20200214	KP0881_AC_WP10	5597	-3.6521982309545162	-3.7210842118309237	-3.5908476628557757	-3.713403770085705	-4.122526848875532	-3.29904350296067	0.5711452699732462
cur_kal_10m_20200214	KP0883_AC_WP10	8539	-3.4128105570712166	-3.526296856932962	-3.2992169599341334	-3.5375442094807354	-3.9277176244477365	-3.0337597720916833	0.5759858432021897
